OBJECTID,Sample_Year,habitatid,subRegionId,Site_Code,sitename,siteid,Station_ID,Cyano,GIS_FWC_CREMP_PrctCover_Grp_poi,Macroalgae,Octocoral,Others,Porifera,Seagrass,Stony_coral,Substrate,Unknown,Urchins,Zoanthidea,Site_Label
3902,1996,P,LK,5P1,West Washer Women,36,362,,567,0,0.14462081,0,0.00881834,0,0.35626102,0.49029982,,0,0,West Washer Women 1996
3903,1996,P,LK,5P1,West Washer Women,36,363,,593,0.02360877,0.15514334,0,0.03035413,0,0.33389545,0.45699831,,0,0,West Washer Women 1996
3904,1996,P,LK,5P1,West Washer Women,36,364,,518,0.003861,0.30501931,0,0.03861004,0,0.28957529,0.36293436,,0,0,West Washer Women 1996
3905,1996,P,LK,5P2,Western Head,37,371,,507,0.00197239,0,0.00197239,0.09664694,0,0.29783037,0.60157791,,0,0,Western Head 1996
3906,1996,P,LK,5P2,Western Head,37,372,,498,0.06626506,0,0,0.07028112,0,0.23293173,0.63052209,,0,0,Western Head 1996
3907,1996,P,LK,5P2,Western Head,37,373,,442,0.00226244,0,0,0.08371041,0,0.33257919,0.58144796,,0,0,Western Head 1996
3908,1996,P,LK,5P2,Western Head,37,374,,590,0.01186441,0.00508475,0,0.04915254,0,0.2440678,0.68983051,,0,0,Western Head 1996
3909,1996,P,LK,5P3,Cliff Green,38,381,,521,0.44337812,0.25911708,0,0.03454894,0,0.2571977,0,,0,0.00575816,Cliff Green 1996
3910,1996,P,LK,5P3,Cliff Green,38,382,,514,0.0155642,0.28793774,0,0.1848249,0,0.18871595,0.3229572,,0,0,Cliff Green 1996
3911,1996,P,LK,5P3,Cliff Green,38,383,,498,0,0.30120482,0,0.08032129,0,0.17269076,0.44578313,,0,0,Cliff Green 1996
3912,1996,P,LK,5P3,Cliff Green,38,384,,543,0.01657459,0.2228361,0,0.08839779,0,0.20073665,0.47145488,,0,0,Cliff Green 1996
3913,1996,BCP,LK,2P1,Smith Shoal,39,391,,495,0.02222222,0.02424242,0,0.02828283,0,0.2040404,0.72121212,,0,0,Smith Shoal 1996
3914,1996,BCP,LK,2P1,Smith Shoal,39,392,,564,0.05319149,0.00886525,0,0.02659574,0,0.10992908,0.80141844,,0,0,Smith Shoal 1996
3915,1996,BCP,LK,2P1,Smith Shoal,39,393,,550,0.04181818,0.02545455,0,0.04363636,0,0.06363636,0.82545455,,0,0,Smith Shoal 1996
3916,1996,BCP,LK,2P1,Smith Shoal,39,394,,539,0.05565863,0.01113173,0,0.02411874,0,0.29684601,0.6122449,,0,0,Smith Shoal 1996
3917,1996,P,LK,5P4,Jaap Reef,40,401,,537,0.12662942,0,0,0,0,0.3556797,0.51769088,,0,0,Jaap Reef 1996
3918,1996,P,LK,5P4,Jaap Reef,40,402,,605,0.1785124,0.02479339,0,0.00165289,0,0.44793388,0.34710744,,0,0,Jaap Reef 1996
3919,1996,P,LK,5P4,Jaap Reef,40,403,,539,0.1187384,0.01669759,0,0.00742115,0,0.40816327,0.44897959,,0,0,Jaap Reef 1996
3920,1996,P,LK,5P4,Jaap Reef,40,404,,559,0.18962433,0.00536673,0,0.00894454,0,0.21824687,0.57781753,,0,0,Jaap Reef 1996
3921,1996,OS,UK,9S1,Carysfort Shallow,50,501,,538,0.00743494,0.02416357,0,0,0,0.21003717,0.75650558,,0,0.00185874,Carysfort Shallow 1996
3922,1996,OS,UK,9S1,Carysfort Shallow,50,502,,507,0.00986193,0,0,0,0,0.04930966,0.91321499,,0,0.02761341,Carysfort Shallow 1996
3923,1996,OS,UK,9S1,Carysfort Shallow,50,503,,575,0.16173913,0.19130435,0,0.00521739,0,0.05565217,0.56,,0,0.02608696,Carysfort Shallow 1996
3924,1996,OS,UK,9S1,Carysfort Shallow,50,504,,518,0.14671815,0.05405405,0,0.00965251,0,0.07528958,0.67953668,,0,0.03474903,Carysfort Shallow 1996
3925,1996,OS,UK,9S2,Grecian Rocks,51,511,,584,0.01027397,0.0119863,0,0,0,0.37671233,0.6010274,,0,0,Grecian Rocks 1996
3926,1996,OS,UK,9S2,Grecian Rocks,51,512,,496,0.00604839,0.02016129,0,0.00201613,0,0.08266129,0.8891129,,0,0,Grecian Rocks 1996
3927,1996,OS,UK,9S2,Grecian Rocks,51,513,,536,0.07649254,0.10820896,0,0.03544776,0,0.11567164,0.65858209,,0,0.00559701,Grecian Rocks 1996
3928,1996,OS,UK,9S2,Grecian Rocks,51,514,,625,0.0656,0.2848,0,0.0112,0,0.0512,0.5424,,0,0.0448,Grecian Rocks 1996
3929,1996,OS,UK,9S3,Molasses Shallow,52,521,,449,0.01781737,0.13363029,0,0.00222717,0,0.08685969,0.69042316,,0,0.06904232,Molasses Shallow 1996
3930,1996,OS,UK,9S3,Molasses Shallow,52,522,,590,0.09661017,0.0220339,0,0.0220339,0,0.17627119,0.66779661,,0,0.01525424,Molasses Shallow 1996
3931,1996,OS,UK,9S3,Molasses Shallow,52,523,,579,0.16580311,0.05008636,0,0.00345423,0,0.06908463,0.71157168,,0,0,Molasses Shallow 1996
3932,1996,OS,UK,9S3,Molasses Shallow,52,524,,470,0.00212766,0.09148936,0,0.00638298,0,0.0787234,0.8212766,,0,0,Molasses Shallow 1996
3933,1996,OS,UK,9S4,Conch Shallow,53,531,,491,0.02240326,0.0814664,0,0.01425662,0,0.03869654,0.84317719,,0,0,Conch Shallow 1996
3934,1996,OS,UK,9S4,Conch Shallow,53,532,,493,0.03042596,0.03651116,0,0.03245436,0,0.01014199,0.86206897,,0,0.02839757,Conch Shallow 1996
3935,1996,OS,UK,9S4,Conch Shallow,53,533,,481,0.23908524,0.12266112,0,0.07276507,0,0.02702703,0.53222453,,0,0.00623701,Conch Shallow 1996
3936,1996,OS,UK,9S4,Conch Shallow,53,534,,588,0.2414966,0.07312925,0,0.02721088,0,0.20068027,0.45238095,,0,0.00510204,Conch Shallow 1996
3937,1996,OS,MK,7S1,Alligator Shallow,54,541,,479,0.29018789,0.16492693,0,0.00208768,0,0.01461378,0.52818372,,0,0,Alligator Shallow 1996
3938,1996,OS,MK,7S1,Alligator Shallow,54,542,,580,0.3137931,0.14655172,0,0.05517241,0,0.03103448,0.45172414,,0,0.00172414,Alligator Shallow 1996
3939,1996,OS,MK,7S1,Alligator Shallow,54,543,,579,0.19170984,0.09326425,0,0.14507772,0,0.01899827,0.52677029,,0,0.02417962,Alligator Shallow 1996
3940,1996,OS,MK,7S1,Alligator Shallow,54,544,,520,0.00576923,0.18846154,0,0,0,0.01538462,0.79038462,,0,0,Alligator Shallow 1996
3941,1996,OS,MK,7S2,Tennessee Shallow,55,551,,600,0.025,0.20666667,0,0.02833333,0,0.02,0.70666667,,0,0.01333333,Tennessee Shallow 1996
3942,1996,OS,MK,7S2,Tennessee Shallow,55,552,,510,0.05490196,0.30784314,0,0.01568627,0,0.02941176,0.58823529,,0,0.00392157,Tennessee Shallow 1996
3943,1996,OS,MK,7S2,Tennessee Shallow,55,553,,600,0.03166667,0.24166667,0,0.015,0,0.03833333,0.67,,0,0.00333333,Tennessee Shallow 1996
3944,1996,OS,MK,7S2,Tennessee Shallow,55,554,,580,0.05689655,0.22413793,0,0.04310345,0,0.03448276,0.62931034,,0,0.01206897,Tennessee Shallow 1996
3945,1996,OS,MK,5S1,Sombrero Shallow,56,561,,527,0.04743833,0.10436433,0,0.0056926,0,0.20872865,0.56925996,,0,0.06451613,Sombrero Shallow 1996
3946,1996,OS,MK,5S1,Sombrero Shallow,56,562,,646,0.05108359,0.08823529,0,0.0247678,0,0.01702786,0.59907121,,0,0.21981424,Sombrero Shallow 1996
3947,1996,OS,MK,5S1,Sombrero Shallow,56,563,,557,0.02872531,0.15439856,0,0.00718133,0,0.07719928,0.63734291,,0,0.0951526,Sombrero Shallow 1996
3948,1996,OS,MK,5S1,Sombrero Shallow,56,564,,633,0.03791469,0.04107425,0,0.00631912,0,0.164297,0.61769352,,0,0.13270142,Sombrero Shallow 1996
3949,1996,OS,LK,5S2,Looe Key Shallow,57,571,,620,0.03225806,0.14677419,0,0.02419355,0,0.17580645,0.57741935,,0,0.04354839,Looe Key Shallow 1996
3950,1996,OS,LK,5S2,Looe Key Shallow,57,572,,600,0.06166667,0.06333333,0,0.01333333,0,0.16333333,0.61166667,,0,0.08666667,Looe Key Shallow 1996
3951,1996,OS,LK,5S2,Looe Key Shallow,57,573,,556,0.05035971,0.13489209,0,0.00539568,0,0.05395683,0.70683453,,0,0.04856115,Looe Key Shallow 1996
3952,1996,OS,LK,5S2,Looe Key Shallow,57,574,,825,0.10666667,0.03151515,0,0.04969697,0,0.38181818,0.41939394,,0,0.01090909,Looe Key Shallow 1996
3953,1996,OS,LK,5S3,Eastern Sambo Shallow,58,581,,579,0.06908463,0.00172712,0,0.02072539,0,0.13471503,0.69602763,,0,0.07772021,Eastern Sambo Shallow 1996
3954,1996,OS,LK,5S3,Eastern Sambo Shallow,58,582,,520,0.12884615,0.01346154,0,0.00576923,0,0.20576923,0.58461538,,0,0.06153846,Eastern Sambo Shallow 1996
3955,1996,OS,LK,5S3,Eastern Sambo Shallow,58,583,,479,0.08768267,0,0,0.00208768,0.00208768,0.16492693,0.58663883,,0,0.1565762,Eastern Sambo Shallow 1996
3956,1996,OS,LK,5S3,Eastern Sambo Shallow,58,584,,498,0.10240964,0.02409639,0,0.01004016,0,0.1746988,0.6064257,,0,0.08232932,Eastern Sambo Shallow 1996
3957,1996,OS,LK,5S4,Western Sambo Shallow,59,591,,445,0.04494382,0.0247191,0,0,0,0.2,0.66966292,,0,0.06067416,Western Sambo Shallow 1996
3958,1996,OS,LK,5S4,Western Sambo Shallow,59,592,,477,0.05450734,0.01886792,0,0.01048218,0,0.24318658,0.67085954,,0,0.00209644,Western Sambo Shallow 1996
3959,1996,OS,LK,5S4,Western Sambo Shallow,59,593,,577,0.03466205,0.02079723,0,0.0017331,0,0.20797227,0.71923744,,0,0.01559792,Western Sambo Shallow 1996
3960,1996,OS,LK,5S4,Western Sambo Shallow,59,594,,595,0.05210084,0.01512605,0,0.01512605,0,0.21176471,0.59159664,,0,0.11428571,Western Sambo Shallow 1996
3961,1996,OS,LK,5S5,Rock Key Shallow,60,601,,568,0.00880282,0.02288732,0,0.00176056,0,0.0915493,0.80985915,,0,0.06514085,Rock Key Shallow 1996
3962,1996,OS,LK,5S5,Rock Key Shallow,60,602,,616,0.00974026,0.01461039,0,0.00649351,0,0.07467532,0.88311688,,0,0.01136364,Rock Key Shallow 1996
3963,1996,OS,LK,5S5,Rock Key Shallow,60,603,,462,0.03896104,0.06277056,0,0.00649351,0,0.17748918,0.68614719,,0,0.02813853,Rock Key Shallow 1996
3964,1996,OS,LK,5S5,Rock Key Shallow,60,604,,542,0.01291513,0.00553506,0,0.02398524,0.00369004,0.16236162,0.7195572,,0,0.07195572,Rock Key Shallow 1996
3965,1996,OS,LK,2S1,Sand Key Shallow,61,611,,527,0.00379507,0.03795066,0,0,0,0.10815939,0.84629981,,0,0.00379507,Sand Key Shallow 1996
3966,1996,OS,LK,2S1,Sand Key Shallow,61,612,,603,0.0199005,0.01824212,0,0,0,0.19402985,0.76782753,,0,0,Sand Key Shallow 1996
3967,1996,OS,LK,2S1,Sand Key Shallow,61,613,,595,0.00336134,0.01848739,0,0.01176471,0,0.15294118,0.80672269,,0,0.00672269,Sand Key Shallow 1996
3968,1996,OS,LK,2S1,Sand Key Shallow,61,614,,528,0.03030303,0.04356061,0,0.00757576,0,0.09280303,0.8125,,0,0.01325758,Sand Key Shallow 1996
3969,1996,OD,UK,9D1,Carysfort Deep,70,701,,496,0.32862903,0.07258065,0,0.0483871,0,0.07056452,0.47983871,,0,0,Carysfort Deep 1996
3970,1996,OD,UK,9D1,Carysfort Deep,70,702,,600,0.175,0.05166667,0,0.065,0,0.115,0.59333333,,0,0,Carysfort Deep 1996
3971,1996,OD,UK,9D1,Carysfort Deep,70,703,,471,0.08492569,0.07855626,0,0.014862,0,0.13375796,0.67091295,,0,0.01698514,Carysfort Deep 1996
3972,1996,OD,UK,9D1,Carysfort Deep,70,704,,559,0.10375671,0.09838998,0,0.02325581,0,0.13059034,0.64221825,,0,0.00178891,Carysfort Deep 1996
3973,1996,OD,UK,9D3,Molasses Deep,72,721,,590,0.12372881,0.1779661,0,0.06949153,0,0.0440678,0.58474576,,0,0,Molasses Deep 1996
3974,1996,OD,UK,9D3,Molasses Deep,72,722,,543,0.106814,0.17127072,0,0.08471455,0,0.02209945,0.61510129,,0,0,Molasses Deep 1996
3975,1996,OD,UK,9D3,Molasses Deep,72,723,,496,0.02016129,0.17943548,0,0.11491935,0,0.02016129,0.66532258,,0,0,Molasses Deep 1996
3976,1996,OD,UK,9D3,Molasses Deep,72,724,,594,0.05387205,0.15993266,0,0.3013468,0,0.01515152,0.46801347,,0,0.0016835,Molasses Deep 1996
3977,1996,OD,UK,9D4,Conch Deep,73,731,,600,0.05666667,0.07333333,0,0.03666667,0,0.04666667,0.78666667,,0,0,Conch Deep 1996
3978,1996,OD,UK,9D4,Conch Deep,73,732,,702,0.02279202,0.05982906,0,0.07834758,0,0.08404558,0.75498575,,0,0,Conch Deep 1996
3979,1996,OD,UK,9D4,Conch Deep,73,733,,814,0.06511057,0.07002457,0,0.05405405,0,0.06019656,0.75061425,,0,0,Conch Deep 1996
3980,1996,OD,UK,9D4,Conch Deep,73,734,,621,0.02898551,0.09661836,0,0.05797101,0,0.03864734,0.77777778,,0,0,Conch Deep 1996
3981,1996,OD,MK,7D1,Alligator Deep,74,741,,592,0.00337838,0.18243243,0,0.03209459,0,0.04391892,0.73817568,,0,0,Alligator Deep 1996
3982,1996,OD,MK,7D1,Alligator Deep,74,742,,483,0.05175983,0.16356108,0,0.03933747,0,0.01035197,0.73498965,,0,0,Alligator Deep 1996
3983,1996,OD,MK,7D1,Alligator Deep,74,743,,614,0.02117264,0.17752443,0,0.01140065,0,0.02605863,0.76384365,,0,0,Alligator Deep 1996
3984,1996,OD,MK,7D1,Alligator Deep,74,744,,597,0,0.13902848,0,0.0318258,0,0.01842546,0.81072027,,0,0,Alligator Deep 1996
3985,1996,OD,MK,7D2,Tennessee Deep,75,751,,488,0.0102459,0.14344262,0,0.05532787,0,0.10655738,0.68442623,,0,0,Tennessee Deep 1996
3986,1996,OD,MK,7D2,Tennessee Deep,75,752,,583,0.02572899,0.10463122,0,0.04288165,0,0.04631218,0.78044597,,0,0,Tennessee Deep 1996
3987,1996,OD,MK,7D2,Tennessee Deep,75,753,,638,0.07836991,0.0815047,0,0.0846395,0,0.0846395,0.67084639,,0,0,Tennessee Deep 1996
3988,1996,OD,MK,7D2,Tennessee Deep,75,754,,556,0.07194245,0.26258993,0,0.04136691,0,0.04676259,0.57733813,,0,0,Tennessee Deep 1996
3989,1996,OD,MK,5D1,Sombrero Deep,76,761,,534,0.03183521,0.09737828,0,0.04307116,0,0.02808989,0.79962547,,0,0,Sombrero Deep 1996
3990,1996,OD,MK,5D1,Sombrero Deep,76,762,,552,0.00905797,0.15217391,0,0.04710145,0,0.02355072,0.76268116,,0,0.00543478,Sombrero Deep 1996
3991,1996,OD,MK,5D1,Sombrero Deep,76,763,,589,0.09677419,0.08488964,0,0.05093379,0,0.03395586,0.69949066,,0,0.03395586,Sombrero Deep 1996
3992,1996,OD,MK,5D1,Sombrero Deep,76,764,,505,0.04752475,0.13663366,0,0.02376238,0,0.04752475,0.74257426,,0,0.0019802,Sombrero Deep 1996
3993,1996,OD,LK,5D2,Looe Key Deep,77,771,,900,0.08,0.14777778,0,0.05777778,0,0.09888889,0.61555556,,0,0,Looe Key Deep 1996
3994,1996,OD,LK,5D2,Looe Key Deep,77,772,,590,0.33728814,0.13389831,0,0.05084746,0,0.06101695,0.41525424,,0,0.00169492,Looe Key Deep 1996
3995,1996,OD,LK,5D2,Looe Key Deep,77,773,,600,0.08,0.175,0,0.02166667,0,0.05333333,0.65333333,,0,0.01666667,Looe Key Deep 1996
3996,1996,OD,LK,5D2,Looe Key Deep,77,774,,596,0.05201342,0.17114094,0,0.02852349,0,0.0704698,0.67785235,,0,0,Looe Key Deep 1996
3997,1996,OD,LK,5D3,Eastern Sambo Deep,78,781,,600,0.14666667,0.09,0,0.03166667,0,0.10166667,0.63,,0,0,Eastern Sambo Deep 1996
3998,1996,OD,LK,5D3,Eastern Sambo Deep,78,782,,604,0.08278146,0.08940397,0,0.01821192,0,0.13245033,0.67715232,,0,0,Eastern Sambo Deep 1996
3999,1996,OD,LK,5D3,Eastern Sambo Deep,78,783,,513,0.02339181,0.11695906,0,0.0662768,0,0.04483431,0.74853801,,0,0,Eastern Sambo Deep 1996
4000,1996,OD,LK,5D3,Eastern Sambo Deep,78,784,,596,0.05369128,0.05536913,0,0.08724832,0,0.11577181,0.68791946,,0,0,Eastern Sambo Deep 1996
4001,1996,OD,LK,5D4,Western Sambo Deep,79,791,,565,0.55752212,0.10265487,0,0.02123894,0,0.07433628,0.24424779,,0,0,Western Sambo Deep 1996
4002,1996,OD,LK,5D4,Western Sambo Deep,79,792,,507,0.32741617,0.07889546,0,0.03550296,0,0.07889546,0.47928994,,0,0,Western Sambo Deep 1996
4003,1996,OD,LK,5D4,Western Sambo Deep,79,793,,639,0.48669797,0.10015649,0,0.01251956,0,0.09546166,0.30516432,,0,0,Western Sambo Deep 1996
4004,1996,OD,LK,5D4,Western Sambo Deep,79,794,,600,0.535,0.04,0,0.01333333,0,0.13166667,0.28,,0,0,Western Sambo Deep 1996
4005,1996,OD,LK,5D5,Rock Key Deep,80,801,,500,0.022,0.144,0,0.03,0,0.06,0.736,,0,0.008,Rock Key Deep 1996
4006,1996,OD,LK,5D5,Rock Key Deep,80,802,,489,0,0.10224949,0,0.03067485,0,0.07566462,0.78732106,,0,0.00408998,Rock Key Deep 1996
4007,1996,OD,LK,5D5,Rock Key Deep,80,803,,589,0.00169779,0.14770798,0,0.02037351,0,0.02207131,0.80814941,,0,0,Rock Key Deep 1996
4008,1996,OD,LK,5D5,Rock Key Deep,80,804,,502,0.02988048,0.13346614,0,0.05776892,0,0.04581673,0.71912351,,0,0.01394422,Rock Key Deep 1996
4009,1996,OD,LK,2D1,Sand Key Deep,81,811,,566,0.01766784,0.06537102,0,0.01943463,0.00176678,0.09717314,0.79858657,,0,0,Sand Key Deep 1996
4010,1996,OD,LK,2D1,Sand Key Deep,81,812,,590,0.04745763,0.13389831,0,0.0220339,0,0.05932203,0.70508475,,0,0.03220339,Sand Key Deep 1996
4011,1996,OD,LK,2D1,Sand Key Deep,81,813,,589,0.00509338,0.11205433,0,0.02886248,0,0.06281834,0.78438031,,0,0.00679117,Sand Key Deep 1996
4012,1996,OD,LK,2D1,Sand Key Deep,81,814,,757,0.01188904,0.14795244,0,0.02113606,0,0.0343461,0.77939234,,0,0.00528402,Sand Key Deep 1996
4013,1997,HB,UK,9H1,Rattlesnake,10,101,,541,0.15711645,0.02772643,0,0.04066543,0.00369686,0.00924214,0.76155268,,0,0,Rattlesnake 1997
4014,1997,HB,UK,9H1,Rattlesnake,10,102,,596,0.15100671,0.03187919,0,0.02181208,0.0033557,0,0.79194631,,0,0,Rattlesnake 1997
4015,1997,HB,UK,9H1,Rattlesnake,10,103,,625,0.112,0.032,0,0.0128,0.0064,0,0.8368,,0,0,Rattlesnake 1997
4016,1997,HB,UK,9H1,Rattlesnake,10,104,,460,0.04347826,0.05217391,0,0.00652174,0,0,0.89782609,,0,0,Rattlesnake 1997
4017,1997,HB,UK,9H2,El Radabob,11,111,,579,0.11398964,0.01899827,0,0.00172712,0.0984456,0.00518135,0.76165803,,0,0,El Radabob 1997
4018,1997,HB,UK,9H2,El Radabob,11,112,,562,0.06049822,0.01245552,0,0.0088968,0.14768683,0,0.77046263,,0,0,El Radabob 1997
4019,1997,HB,UK,9H2,El Radabob,11,113,,614,0.12052117,0.01628664,0,0,0.19218241,0.00162866,0.66938111,,0,0,El Radabob 1997
